term_id,term_name,genes_associated_in_db
C1838608,Radial aplasia,1
C1838612,"Rhizomelic chondrodysplasia punctata, type 3",1
C1838644,Stargardt disease 3,1
C1838647,RETINITIS PIGMENTOSA 12 (disorder),1
C1838652,SPLIT-HAND/FOOT MALFORMATION 3,1
C1838654,Nivelon Nivelon Mabille syndrome,1
C1838656,"Macrocytosis, Familial",1
C1838657,"Vitamin D Hydroxylation-Deficient Rickets, Type 1B",1
C1838701,"DEAFNESS, AUTOSOMAL RECESSIVE 2",1
C1838702,Retinitis Pigmentosa 13,1
C1838779,Eiken Skeletal Dysplasia,1
C1838876,"MITOCHONDRIAL MYOPATHY, LETHAL, INFANTILE",1
C1838916,"ATAXIA AND POLYNEUROPATHY, ADULT-ONSET",1
C1839022,"Striatonigral Degeneration, Infantile, Mitochondrial",1
C1839028,Mitochondrial Myopathy with Diabetes,1
C1839082,"MENTAL RETARDATION, X-LINKED 89",1
C1839130,"Dystonia 3, Torsion, X-Linked",1
C1839161,"Thrombocytopenia, Platelet Dysfunction, Hemolysis, and Imbalanced Globin Synthesis",1
C1839163,THROMBOCYTOPENIA 1 (disorder),1
C1839259,"Bulbo-Spinal Atrophy, X-Linked",1
C1839264,"SPASTIC PARAPLEGIA 2, X-LINKED (disorder)",1
C1839333,"EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 2",1
C1839454,"PROPERDIN DEFICIENCY, X-LINKED",1
C1839463,TARP syndrome,1
C1839564,Jensen syndrome,1
C1839566,"CHARCOT-MARIE-TOOTH DISEASE, X-LINKED RECESSIVE, 5",1
C1839576,OPTIC ATROPHY 2 (disorder),1
C1839580,"Nystagmus 1, congenital, X- linked",1
C1839615,X-linked myopathy with excessive autophagy,1
C1839728,METACARPAL 4-5 FUSION,1
C1839735,MILES-CARPENTER X-LINKED MENTAL RETARDATION SYNDROME,1
C1839780,FRAGILE X TREMOR/ATAXIA SYNDROME,1
C1839841,"SPERMATOGENIC FAILURE, X-LINKED, 2",1
C1839874,Low Molecular Weight Proteinuria with Hypercalciuria and Nephrocalcinosis,1
C1839909,"CORPUS CALLOSUM, PARTIAL AGENESIS OF, X-LINKED",1
C1839928,IRIS HYPOPLASIA WITH GLAUCOMA,1
C1839988,Ichthyosis follicularis atrichia photophobia syndrome,1
C1840061,SMALL PATELLA SYNDROME,1
C1840235,SOLITARY MEDIAN MAXILLARY CENTRAL INCISOR,1
C1840284,LEBER CONGENITAL AMAUROSIS 11,1
C1840296,"Ichthyosis hystrix, Curth Macklin type",1
C1840322,ODONTOHYPOPHOSPHATASIA (disorder),1
C1840333,Barakat syndrome,1
C1840347,"HYPOCALCIURIC HYPERCALCEMIA, FAMILIAL, TYPE II (disorder)",1
C1840364,"THYROID HORMONE RESISTANCE, SELECTIVE PITUITARY",1
C1840365,King Denborough syndrome,1
C1840390,"Pseudohypoaldosteronism, Type IIb",1
C1840391,"Pseudohypoaldosteronism, Type IIc",1
C1840392,"HYPERPIGMENTATION, FAMILIAL PROGRESSIVE",1
C1840402,HYPERPARATHYROIDISM 1,1
C1840403,"Parathyroid Adenoma, Familial",1
C1840528,HOLOPROSENCEPHALY 4 (disorder),1
C1840529,HOLOPROSENCEPHALY 3,1
C1840572,"HIP DYSPLASIA, BEUKES TYPE",1
C1840646,"Hepatic Adenomas, Familial",1
C1841651,Heme Oxygenase 1 Deficiency,1
C1841679,Hand foot uterus syndrome,1
C1841721,ACHROMATOPSIA 4,1
C1841837,"URIC ACID CONCENTRATION, SERUM, QUANTITATIVE TRAIT LOCUS 1",1
C1841972,Glucocorticoid Receptor Deficiency,1
C1841973,"Pseudohermaphroditism, Female, With Hypokalemia, Due To Glucocorticoid Resistance",1
C1841984,GLOMUVENOUS MALFORMATIONS,1
C1842031,"IRIDOGONIODYSGENESIS, TYPE 2",1
C1842035,Giant Platelet Syndrome with Thrombocytopenia,1
C1842062,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 1F",1
C1842090,Platelet Glycoprotein IV Deficiency,1
C1842109,"Microcephaly, Primary Autosomal Recessive, 6",1
C1842124,BRANCHIOOTIC SYNDROME 3 (disorder),1
C1842127,Retinitis Pigmentosa 26,1
C1842149,"Spondyloepiphyseal Dysplasia, Kimberley Type",1
C1842160,"MYOPATHY, MYOSIN STORAGE (disorder)",1
C1842197,"Charcot-Marie-Tooth Disease, Recessive Intermediate A",1
C1842237,"Charcot-Marie-Tooth Disease, Dominant Intermediate C",1
C1842247,"CORONARY ARTERY DISEASE, AUTOSOMAL DOMINANT, 1",1
C1842342,"DEAFNESS, AUTOSOMAL RECESSIVE 39 (disorder)",1
C1842357,"Slowed Nerve Conduction Velocity, Autosomal Dominant",1
C1842362,HERMANSKY-PUDLAK SYNDROME 2,1
C1842371,"DEAFNESS, AUTOSOMAL DOMINANT 41 (disorder)",1
C1842382,"Epilepsy, Benign Neonatal, 3",1
C1842398,Neutrophil Immunodeficiency Syndrome,1
C1842422,Synpolydactyly 2,1
C1842486,"Zinc Deficiency, Neonatal, due to Low Breast Milk Zinc",1
C1842531,"Epilepsy, rolandic with paroxysmal exercise-induced dystonia and writer's cramp",1
C1842577,JOUBERT SYNDROME 2,1
C1842605,SCHIZOPHRENIA 11,1
C1842675,AMYOTROPHIC LATERAL SCLEROSIS 6 (disorder),1
C1842687,PONTOCEREBELLAR HYPOPLASIA TYPE 3 (disorder),1
C1842691,Diaphanospondylodysostosis,1
C1842704,"GAUCHER DISEASE, PERINATAL LETHAL",1
C1842763,SPONDYLOENCHONDRODYSPLASIA WITH IMMUNE DYSREGULATION,1
C1842778,Atrial septal defect 2,1
C1842797,"Exfoliative Ichthyosis, Autosomal Recessive, Ichthyosis Bullosa of Siemens-like",1
C1842816,RETINITIS PIGMENTOSA 30,1
C1842836,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE Ii",1
C1842839,HYPOTRICHOSIS 6,1
C1842884,Caudal Duplication Anomaly,1
C1842930,"Neutropenia, Nonimmune Chronic Idiopathic, Adult",1
C1842939,"Deafness, Autosomal Dominant 48",1
C1842979,"AUTOIMMUNE DISEASE, SUSCEPTIBILITY TO, 1",1
C1843003,"MITRAL VALVE PROLAPSE, MYXOMATOUS 2",1
C1843004,HYPOTRICHOSIS-LYMPHEDEMA-TELANGIECTASIA SYNDROME,1
C1843013,"Alzheimer disease, familial, type 3",1
C1843015,"Alzheimer Disease, Familial, 3, with Spastic Paraparesis and Apraxia",1
C1843028,"Deafness, Autosomal Recessive 37",1
C1843042,Craniolenticulosutural Dysplasia,1
C1843075,"Charcot-Marie-Tooth Disease, Dominant Intermediate D",1
C1843096,Acrocapitofemoral Dysplasia,1
C1843116,"Bile acid synthesis defect, congenital, 1",1
C1843153,"Charcot-Marie-Tooth disease, Type 2J",1
C1843156,Progressive sensorineural hearing impairment,1
C1843164,"Charcot-Marie-Tooth disease, demyelinating, Type 1F",1
C1843225,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2E (disorder)",1
C1843244,"EPILEPSY, CHILDHOOD ABSENCE, SUSCEPTIBILITY TO, 2",1
C1843247,"Charcot-Marie-Tooth disease, Type 1D (disorder)",1
C1843256,IRAK4 Deficiency,1
C1843264,"DYSTONIA 13, TORSION",1
C1843292,Skin Fragility-Woolly Hair Syndrome,1
C1843315,"Neuronopathy, Distal Hereditary Motor, Type Viib",1
C1843323,Van Buchem disease type 2,1
C1843330,"OSTEOPETROSIS, AUTOSOMAL DOMINANT 1",1
C1843355,"ICHTHYOSIS, LEUKOCYTE VACUOLES, ALOPECIA, AND SCLEROSING CHOLANGITIS",1
C1843366,"NIEMANN-PICK DISEASE, TYPE C2",1
C1843477,Epidermolysis Bullosa Simplex Superficialis,1
C1843478,Lethal Congenital Contracture Syndrome 2,1
C1843512,BRAIN SMALL VESSEL DISEASE WITH HEMORRHAGE,1
C1843542,"T-CELL PROLYMPHOCYTIC LEUKEMIA, SOMATIC",1
C1843569,"SPASTIC PARAPLEGIA 24, AUTOSOMAL RECESSIVE (disorder)",1
C1843632,"LEPROSY, SUSCEPTIBILITY TO, 2",1
C1843738,"LONG QT SYNDROME 1, ACQUIRED, SUSCEPTIBILITY TO",1
C1843758,"Camptosynpolydactyly, Complex",1
C1843761,"TOENAIL DYSTROPHY, ISOLATED",1
C1843791,"CARDIOMYOPATHY, DILATED, 1N",1
C1843807,"Basal ganglia disease, biotin-responsive",1
C1843808,"CARDIOMYOPATHY, DILATED, 1M",1
C1843815,Newfoundland Rod-Cone Dystrophy,1
C1843816,Bothnia Retinal Dystrophy,1
C1843832,"VITAMIN K-DEPENDENT CLOTTING FACTORS, COMBINED DEFICIENCY OF, 2",1
C1843852,SPINOCEREBELLAR ATAXIA WITH EPILEPSY,1
C1843884,SPINOCEREBELLAR ATAXIA 18,1
C1843891,SPINOCEREBELLAR ATAXIA 21,1
C1843895,"Deafness, Autosomal Dominant 44",1
C1843896,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 8",1
C1843942,"Mental Retardation, Autosomal Recessive 2",1
C1844020,"HETEROTAXY, VISCERAL, 1, X-LINKED",1
C1844579,"Exudative Vitreoretinopathy, Familial, X-Linked Recessive",1
C1844654,X-linked Dyggve-Melchior-Clausen syndrome,1
C1844677,"DEAFNESS, X-LINKED 1 (disorder)",1
C1844696,"OTOPALATODIGITAL SYNDROME, TYPE II",1
C1844776,"CONE-ROD DYSTROPHY, X-LINKED, 1",1
C1844830,"CLEFT PALATE, X-LINKED",1
C1844853,Brachytelephalangic Chondrodysplasia Punctata,1
C1844862,Abruzzo Erickson syndrome,1
C1844887,Catel Manzke syndrome,1
C1845028,"ANEMIA, SIDEROBLASTIC, AND SPINOCEREBELLAR ATAXIA",1
C1845050,"PIGMENTARY DISORDER, RETICULATE, WITH SYSTEMIC MANIFESTATIONS",1
C1845052,"AMELOGENESIS IMPERFECTA, HYPOPLASTIC/HYPOMATURATION, X-LINKED 1",1
C1845053,"Amelogenesis Imperfecta, Hypomaturation Type, with Snow-Capped Teeth",1
C1845055,"ALPHA-THALASSEMIA/MENTAL RETARDATION SYNDROME, NONDELETION TYPE, X-LINKED",1
C1845070,"Rolandic Epilepsy, Mental Retardation, and Speech Dyspraxia, X-Linked",1
C1845073,"INVASIVE PNEUMOCOCCAL DISEASE, RECURRENT ISOLATED, 2 (disorder)",1
C1845076,"Lymphoproliferative Syndrome, X-Linked, 2",1
C1845095,"DEAFNESS, X-LINKED 5 (disorder)",1
C1845102,Hyperekplexia and Epilepsy,1
C1845105,Premature Ovarian Failure 2b,1
C1845118,"SHORT STATURE, IDIOPATHIC, X-LINKED",1
C1845142,"MENTAL RETARDATION, X-LINKED 91 (disorder)",1
C1845144,"Mental Retardation, X-Linked 92",1
C1845146,"Holoprosencephaly, Ectrodactyly, and Bilateral Cleft Lip-Palate",1
C1845167,Dent Disease 2,1
C1845181,"MENTAL RETARDATION, X-LINKED 78",1
C1845202,Nephrogenic Syndrome of Inappropriate Antidiuresis,1
C1845235,"Heterotopia, Periventricular, Ehlers-Danlos Variant",1
C1845243,"MENTAL RETARDATION, X-LINKED, SYNDROMIC, CLAES-JENSEN TYPE",1
C1845285,Martin-Probst Deafness-Mental Retardation Syndrome,1
C1845292,"FANCONI ANEMIA, COMPLEMENTATION GROUP B",1
C1845293,Premature Ovarian Failure 2a,1
C1845294,Ovarian Dysgenesis 2,1
C1845295,Premature Ovarian Failure 4,1
C1845333,"Mental Retardation, X-Linked 45",1
C1845334,"ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 2 (finding)",1
C1845341,"ASPERGER SYNDROME, X-LINKED, SUSCEPTIBILITY TO, 1 (disorder)",1
C1845343,"Epilepsy, X-Linked, with Variable Learning Disabilities and Behavior Disorders",1
C1845359,"Spinal Muscular Atrophy, Distal, X-Linked 3",1
C1845366,"Mental retardation, X-linked, with cerebellar hypoplasia and distinctive facial appearance",1
C1845407,"CONE-ROD DYSTROPHY, X-LINKED, 3",1
C1845446,"Corpus Callosum, Agenesis of, with Mental Retardation, Ocular Coloboma, and Micrognathia",1
C1845526,"Mental Retardation, X-Linked 46",1
C1845530,Stocco dos Santos syndrome,1
C1845539,"AUTISM, X-LINKED, SUSCEPTIBILITY TO, 2 (finding)",1
C1845540,"AUTISM, X-LINKED, SUSCEPTIBILITY TO, 1 (finding)",1
C1845543,"Mental Retardation, X-Linked, with Epilepsy",1
C1845667,RETINITIS PIGMENTOSA 3,1
C1845672,"Mental Retardation, X-Linked 63",1
C1845837,Dyserythropoietic Anemia with Thrombocytopenia,1
C1845861,"MENTAL RETARDATION, X-LINKED, WITH SHORT STATURE, HYPOGONADISM, AND ABNORMAL GAIT",1
C1845862,"Creatine deficiency, X-linked",1
C1845903,"AGAMMAGLOBULINEMIA, X-LINKED, TYPE 2 (disorder)",1
C1845919,"Ectodermal Dysplasia, Anhidrotic, with Immunodeficiency, Osteopetrosis, and Lymphedema",1
C1846008,"HYPER-IgM IMMUNODEFICIENCY, X-LINKED, WITH ECTODERMAL DYSPLASIA, HYPOHIDROTIC",1
C1846038,"MENTAL RETARDATION, X-LINKED 72",1
C1846046,"SPASTIC PARAPLEGIA 16, X-LINKED (disorder)",1
C1846055,Siderius X-linked mental retardation syndrome,1
C1846059,Roifman syndrome,1
C1846129,Terminal Osseous Dysplasia and Pigmentary Defects,1
C1846130,"Mental retardation X-linked, South African type",1
C1846145,"MENTAL RETARDATION, X-LINKED, SYNDROMIC 11",1
C1846171,"Lissencephaly, X-Linked, 2",1
C1846172,Hydranencephaly and Abnormal Genitalia,1
C1846174,"Mental Retardation, X-Linked 58",1
C1846175,"SIMPSON-GOLABI-BEHMEL SYNDROME, TYPE 2 (disorder)",1
C1846265,"Microphthalmia, syndromic 2",1
C1846278,"MENTAL RETARDATION, EPILEPTIC SEIZURES, HYPOGONADISM AND HYPOGENITALISM, MICROCEPHALY, AND OBESITY (disorder)",1
C1846331,Juvenile-onset dystonia,1
C1846343,"Bartter syndrome, type 3",1
C1846357,Meckel syndrome type 3,1
C1846367,Spinocerebellar ataxia 19,1
C1846421,Lathosterolosis,1
C1846492,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 4",1
C1846529,CONE-ROD DYSTROPHY 10,1
C1846534,"ASTHMA-RELATED TRAITS, SUSCEPTIBILITY TO, 1",1
C1846564,"SPASTIC PARAPLEGIA 7, AUTOSOMAL RECESSIVE",1
C1846574,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE, WITH AXONAL NEUROPATHY",1
C1846582,"Hypoprebetalipoproteinemia, Acanthocytosis, Retinitis Pigmentosa, And Pallidal Degeneration",1
C1846632,Thyroid Dyshormonogenesis 6,1
C1846648,"MICROCEPHALY, AMISH TYPE (disorder)",1
C1846672,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2I",1
C1846685,"SPASTIC PARAPLEGIA 19, AUTOSOMAL DOMINANT (disorder)",1
C1846689,MOYAMOYA DISEASE 2,1
C1846722,Macrocephaly with Multiple Epiphyseal Dysplasia and Distinctive Facies,1
C1846784,"Deafness, Autosomal Recessive 30",1
C1846839,"DEAFNESS, AUTOSOMAL RECESSIVE 31",1
C1846843,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 5",1
C1846862,PARKINSON DISEASE 8 (disorder),1
C1846896,"Deafness, Autosomal Recessive 22",1
C1846979,SENIOR-LOKEN SYNDROME 4,1
C1847013,NEPHRONOPHTHISIS 4,1
C1847024,"ALBINISM, OCULOCUTANEOUS, TYPE IB (disorder)",1
C1847089,"USHER SYNDROME, TYPE IG",1
C1847197,"Vascular Malformation, Primary Intraosseous",1
C1847352,"POLYMICROGYRIA, BILATERAL FRONTOPARIETAL",1
C1847406,"Digital Arthropathy-Brachydactyly, Familial",1
C1847501,Glut1 Deficiency Syndrome,1
C1847532,"MYOPATHY, DISTAL, WITH ANTERIOR TIBIAL ONSET",1
C1847540,"Azoospermia, Nonobstructive",1
C1847554,"CILIARY DYSKINESIA, PRIMARY, 2 (disorder)",1
C1847555,"Hyperinsulinemic hypoglycemia, familial, 6",1
C1847593,"EPIPHYSEAL DYSPLASIA, MULTIPLE, 4",1
C1847604,Van der Woude syndrome 2,1
C1847626,"Deafness, Autosomal Dominant 36",1
C1847627,"Dyskinesia, Familial, with Facial Myokymia",1
C1847640,KUFOR-RAKEB SYNDROME,1
C1847650,SPONGIFORM ENCEPHALOPATHY WITH NEUROPSYCHIATRIC FEATURES,1
C1847667,"CARDIOMYOPATHY, DILATED, 1L",1
C1847725,SPINOCEREBELLAR ATAXIA 15,1
C1847759,"MUSCULAR DYSTROPHY, CONGENITAL, 1C",1
C1847823,"CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F",1
C1847835,VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding),1
C1847836,"Oculocutaneous Albinism, Type IV",1
C1847849,"ICHTHYOSIS, LAMELLAR, 5",1
C1847902,"CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B (disorder)",1
C1847973,Persistent Polyclonal B-Cell Lymphocytosis,1
C1847987,HUNTINGTON DISEASE-LIKE 2,1
C1848029,Ehlers-Danlos syndrome caused by tenascin-X deficiency,1
C1848068,"Mental Retardation, X-Linked, with Isolated Growth Hormone Deficiency",1
C1848097,"Spondyloepimetaphyseal Dysplasia, X-Linked",1
C1848137,"EPILEPSY, FEMALE-RESTRICTED, WITH MENTAL RETARDATION (disorder)",1
C1848138,"X INACTIVATION, FAMILIAL SKEWED, 1 (disorder)",1
C1848204,"DEAFNESS, X-LINKED 4 (disorder)",1
C1848296,DOSAGE-SENSITIVE SEX REVERSAL,1
C1848336,Dent disease 1,1
C1848392,Zunich neuroectodermal syndrome,1
C1848410,"Xeroderma pigmentosum, variant type",1
C1848411,"XERODERMA PIGMENTOSUM, COMPLEMENTATION GROUP E",1
C1848488,Pierre Robin syndrome with fetal chondrodysplasia,1
C1848526,Pontocerebellar Hypoplasia Type 2A,1
C1848552,"Methylmalonic Aciduria and Homocystinuria, CblD Type",1
C1848553,"Homocystinuria, CblD Type, Variant 1",1
C1848554,"Methylmalonic Aciduria, CblD Type, Variant 2",1
C1848578,"METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblF TYPE (disorder)",1
C1848587,Isolated hypoplasia of the right ventricle,1
C1848604,"USHER SYNDROME, TYPE IC",1
C1848651,Al Awadi syndrome,1
C1848745,Oliver-McFarlane syndrome,1
C1848914,"Hexosaminidase A Deficiency, Adult Type",1
C1848916,"Tay-Sachs Disease, Variant B1",1
C1848922,Hexosaminidase alpha-Subunit Deficiency (Variant B),1
C1849011,"SPONDYLOMETAEPIPHYSEAL DYSPLASIA, SHORT LIMB-HAND TYPE",1
C1849096,Infantile onset spinocerebellar ataxia,1
C1849115,"SPASTIC PARAPLEGIA 5A, AUTOSOMAL RECESSIVE (disorder)",1
C1849128,"Spastic paraplegia 15, autosomal recessive",1
C1849140,"SPASTIC ATAXIA, CHARLEVOIX-SAGUENAY TYPE",1
C1849157,Resistance to Insulin-Like Growth Factor I,1
C1849320,"Sandhoff Disease, Adult Type",1
C1849321,"Sandhoff Disease, Juvenile Type",1
C1849322,"Sandhoff Disease, Infantile Type",1
C1849348,Richieri Costa Pereira syndrome,1
C1849385,Rhabdomyosarcoma 1,1
C1849386,"Myoglobinuria, Acute Recurrent, Autosomal Recessive",1
C1849409,Knobloch syndrome,1
C1849435,"Renal tubular acidosis, distal, type 3",1
C1849453,Rapadilino syndrome,1
C1849507,"Uridine 5-Prime Monophosphate Hydrolase Deficiency, Hemolytic Anemia due to",1
C1849678,Peroxisomal ACYL-COA oxidase deficiency,1
C1849699,Progesterone Resistance,1
C1849700,Hyperphenylalaninemia with primapterinuria,1
C1849718,"POPLITEAL PTERYGIUM SYNDROME, LETHAL TYPE",1
C1849722,"Polyglucosan Body Disease, Adult Form",1
C1849762,"Polycystic Kidney Disease, Potter Type I, with Microbrachycephaly, Hypertelorism, and Brachymelia",1
C1849779,Kowarski syndrome,1
C1849813,"Glycogen Storage Disease of Heart, Lethal Congenital",1
C1850000,Presentey Anomaly,1
C1850040,Pelviscapular dysplasia,1
C1850049,Clinodactyly of the 5th finger,1
C1850053,"Pelizaeus-Merzbacher-like disease, autosomal recessive, 2",1
C1850077,"Supranuclear Palsy, Progressive, 1, Atypical",1
C1850106,RAINE SYNDROME,1
C1850126,"Osteopetrosis, mild autosomal recessive form",1
C1850127,"Osteopetrosis, Autosomal Recessive 1",1
C1850155,TORG-WINCHESTER SYNDROME,1
C1850169,"OSTEOGENESIS IMPERFECTA, TYPE IX (disorder)",1
C1850281,OPTIC ATROPHY 6 (disorder),1
C1850318,Omodysplasia type 1,1
C1850386,GIANT AXONAL NEUROPATHY 1,1
C1850395,"Neuropathy, Hereditary Sensory, with Spastic Paraplegia, Autosomal Recessive",1
C1850406,NAVAJO NEUROHEPATOPATHY,1
C1850407,Navajo Familial Neurogenic Arthropathy,1
C1850442,"CEROID LIPOFUSCINOSIS, NEURONAL, 5",1
C1850451,"CEROID LIPOFUSCINOSIS, NEURONAL, 1",1
C1850554,Atelosteogenesis type 2,1
C1850555,De La Chapelle Dysplasia,1
C1850569,Nemaline Myopathy 2,1
C1850625,Native American myopathy,1
C1850627,Nasodigitoacoustic syndrome,1
C1850635,"Atrial myxoma, familial",1
C1850671,"Myosclerosis, Autosomal Recessive",1
C1850674,MINICORE MYOPATHY WITH EXTERNAL OPHTHALMOPLEGIA (disorder),1
C1850709,"Myopathy, Hyaline Body, Autosomal Recessive",1
C1850718,"MYOPATHY WITH EXERCISE INTOLERANCE, SWEDISH TYPE",1
C1850746,"Myopathy, congenital nonprogressive with Moebius and Robin sequences",1
C1850808,Miyoshi myopathy,1
C1850889,"MUSCULAR DYSTROPHY, LIMB-GIRDLE, TYPE 2B",1
C1850938,"FUNDUS DYSTROPHY, PSEUDOINFLAMMATORY, OF SORSBY",1
C1850959,"Corneal dystrophy, Fuchs' endothelial, 1",1
C1851101,"Laurin-Sandrow Syndrome, Segmental",1
C1851102,"Fibrosis Of Extraocular Muscles, Congenital, 1",1
C1851120,"Hypertrichosis Terminalis, Generalized, with or without Gingival Hyperplasia",1
C1851124,"Desmoid disease, hereditary",1
C1851316,"Iron Overload, Autosomal Dominant",1
C1851347,"Familial Mediterranean Fever, Autosomal Dominant",1
C1851413,"EXOSTOSES, MULTIPLE, TYPE II",1
C1851443,Cerebrooculofacioskeletal Syndrome 3,1
C1851480,Greither Disease,1
C1851481,Erythrokeratodermia with ataxia,1
C1851504,"Aortic aneurysm, familial thoracic 4",1
C1851536,"Epiphyseal Dysplasia, Multiple, with Myopia and Conductive Deafness",1
C1851549,Benign Occipital Epilepsy,1
C1851573,Transient bullous dermolysis of the newborn,1
C1851585,"MYELOPROLIFERATIVE DISORDER, CHRONIC, WITH EOSINOPHILIA",1
C1851710,LATERAL MENINGOCELE SYNDROME,1
C1851741,ELLIPTOCYTOSIS 2 (disorder),1
C1851841,"ECTRODACTYLY, ECTODERMAL DYSPLASIA, AND CLEFT LIP/PALATE SYNDROME 1",1
C1851878,OROFACIAL CLEFT 8,1
C1851943,"DYSTONIA 4, TORSION, AUTOSOMAL DOMINANT (disorder)",1
C1851945,"DYSTONIA 1, TORSION, AUTOSOMAL DOMINANT",1
C1851996,Dwarfism tall vertebrae,1
C1852022,"Doughnut Lesions of Skull, Familial",1
C1852092,"DIABETES MELLITUS, INSULIN-DEPENDENT, 2",1
C1852093,"Maturity-Onset Diabetes of the Young, Type 1",1
C1852127,KERATOSIS PALMOPLANTARIS STRIATA II,1
C1852145,Familial dermographism,1
C1852146,DERMODISTORTIVE URTICARIA,1
C1852222,"Failure of Tooth Eruption, Primary",1
C1852267,OPTIC ATROPHY 1 AND DEAFNESS,1
C1852271,Auditory neuropathy,1
C1852453,"Cryptophthalmos, Unilateral or Bilateral, Isolated",1
C1852467,"Creutzfeldt-Jakob Disease, Sporadic",1
C1852502,"CRANIOMETAPHYSEAL DYSPLASIA, AUTOSOMAL DOMINANT",1
C1852510,Craniofacial deafness hand syndrome,1
C1852529,Corticosteroid-Binding Globulin Deficiency,1
C1852551,Epithelial Recurrent Erosion Dystrophy,1
C1852581,"EPILEPSY, BENIGN NEONATAL, 2",1
C1852700,"Complement Component 4, Partial Deficiency Of",1
C1852759,Papillorenal syndrome,1
C1852795,"CORNEAL DYSTROPHY, POSTERIOR POLYMORPHOUS, 2",1
C1852989,Vitreoretinopathy with Phalangeal Epiphyseal Dysplasia,1
C1853100,CEREBROOCULOFACIOSKELETAL SYNDROME 4,1
C1853102,Cerebrooculofacioskeletal Syndrome 2,1
C1853116,"SPINOCEREBELLAR ATAXIA, AUTOSOMAL RECESSIVE 8 (disorder)",1
C1853120,Noonan Syndrome 4,1
C1853136,Neutral Lipid Storage Disease with Myopathy,1
C1853137,BRACHYDACTYLY-SYNDACTYLY SYNDROME,1
C1853144,"Deafness, Congenital, with Inner Ear Agenesis, Microtia, and Microdontia",1
C1853147,"MACULAR DEGENERATION, AGE-RELATED, 4 (disorder)",1
C1853153,JOUBERT SYNDROME 6,1
C1853154,Nemaline Myopathy 7,1
C1853162,Osteogenesis Imperfecta Type VII,1
C1853202,"PARKINSON DISEASE 13, AUTOSOMAL DOMINANT, SUSCEPTIBILITY TO",1
C1853214,RETINITIS PIGMENTOSA 35,1
C1853223,"Deafness, Autosomal Recessive 67",1
C1853230,"Aphakia, congenital primary",1
C1853247,"SPASTIC PARAPLEGIA 31, AUTOSOMAL DOMINANT",1
C1853249,SPINOCEREBELLAR ATAXIA 28,1
C1853250,SPINOCEREBELLAR ATAXIA 23,1
C1853251,"Spastic Paraplegia 33, Autosomal Dominant",1
C1853258,Seborrhea-Like Dermatitis with Psoriasiform Elements,1
C1853271,"HYPOPHOSPHATEMIC RICKETS WITH HYPERCALCIURIA, HEREDITARY",1
C1853276,"Deafness, Autosomal Recessive 28",1
C1853278,Bleeding Disorder Due To P2RY12 Defect,1
C1853286,"Erythrocytosis, Familial, 3",1
C1853297,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 8, WITH EXOCRINE DYSFUNCTION",1
C1853365,"AORTIC ANEURYSM, FAMILIAL ABDOMINAL 1",1
C1853371,"MATURITY-ONSET DIABETES OF THE YOUNG, TYPE 6 (disorder)",1
C1853392,"Interleukin 2 Receptor, Alpha, Deficiency of",1
C1853445,"PARKINSON DISEASE 7, AUTOSOMAL RECESSIVE EARLY-ONSET",1
C1853508,"ATRIOVENTRICULAR SEPTAL DEFECT, SUSCEPTIBILITY TO, 2",1
C1853509,"Atrioventricular Septal Defect, Partial, with Heterotaxy Syndrome",1
C1853566,Genitopatellar Syndrome,1
C1853578,Neuroferritinopathy,1
C1853698,Rippling muscle disease,1
C1853710,"HEREDITARY MOTOR AND SENSORY NEUROPATHY, TYPE IIC (disorder)",1
C1853723,"MYOPATHY, DISTAL 2",1
C1853733,"HEMOCHROMATOSIS, TYPE 4",1
C1853736,"Congenital Disorder Of Glycosylation, Type IIB",1
C1853755,INTELLECTUAL DEVELOPMENTAL DISORDER WITH AUTISM AND SPEECH DELAY,1
C1853800,Familial Wilms tumor 2,1
